paper id	author id	affiliation id

N09-4007	878	171

P08-2063	878	171

W07-1508	878	171

D07-1020	1265	171

H05-1048	1265	171

W07-2024	1265	171

J00-3003	1425	171

H01-1073	1453	171

N04-4007	1453	171

W07-1508	1701	171

N09-3005	1913	171

P08-2008	1913	171

W07-1508	1913	171

W07-2016	1913	171

H05-1048	1963	171

W07-1508	2004	171

W00-0905	2095	171

C04-1186	3010	171

H01-1058	3010	171

H01-1073	3010	171

H05-1048	3010	171

N03-2009	3010	171

N03-2010	3010	171

N04-1030	3010	171

N04-4037	3010	171

N04-4038	3010	171

P05-1072	3010	171

W04-2416	3010	171

W05-0634	3010	171

C04-1182	3021	171

N04-4007	3021	171

H01-1073	3097	171

W07-1508	3541	171

J00-3003	3835	171

J02-3001	3835	171

N01-1024	3835	171

N04-1032	3835	171

P00-1065	3835	171

W00-0712	3835	171

W00-0905	3835	171

W01-0513	3835	171

W03-1706	3835	171

C04-1182	4634	171

L08-1461	5152	171

W07-2017	5152	171

C08-1023	5218	171

D07-1020	5218	171

J08-2006	5218	171

L08-1018	5218	171

L08-1166	5218	171

N04-1030	5218	171

N04-4036	5218	171

N07-1070	5218	171

P05-1072	5218	171

P08-2005	5218	171

P08-2045	5218	171

P08-2061	5218	171

W04-2416	5218	171

W05-0634	5218	171

W06-1618	5218	171

W07-2024	5218	171

W07-2025	5218	171

W08-0902	5218	171

W09-2002	5218	171

C04-1182	5225	171

W00-0905	5440	171

L08-1166	5929	171

W04-3211	5929	171

W07-1405	5929	171

C04-1182	6358	171

H01-1073	6358	171

N04-4007	6358	171

H01-1073	6579	171

N04-1030	6579	171

N04-4036	6579	171

P05-1072	6579	171

W04-2416	6579	171

W04-3211	6579	171

W05-0634	6579	171

W00-0905	6848	171

W00-0905	6930	171

C04-1182	6935	171

N01-1024	7286	171

W00-0712	7286	171

W01-0513	7286	171

N04-1032	7900	171

N04-4036	7900	171

W03-1706	7900	171

I05-3005	8298	171

I05-3027	8298	171

P03-2011	8298	171

N04-4007	8482	171

W07-1508	8571	171

H01-1058	8720	171

H01-1073	8720	171

J08-2006	8720	171

L08-1166	8720	171

N03-2009	8720	171

N03-2010	8720	171

N04-1030	8720	171

N04-4036	8720	171

N07-1070	8720	171

P05-1072	8720	171

W04-2416	8720	171

W05-0634	8720	171

W07-1405	8720	171

D08-1074	9021	171

J08-2004	9021	171

N06-1055	9021	171

P06-2118	9021	171

H01-1073	9208	171

H01-1073	9285	171

C08-1023	9439	171

P08-2005	9439	171

C08-1023	9676	171

P08-2005	9676	171

N09-4007	10222	171

L08-1018	10234	171

C08-1023	11025	171

P08-2005	11025	171

N09-1060	11840	171

W09-3036	12049	171

N09-2026	13040	171

L08-1018	13173	171

W09-2002	13712	171

W09-3020	14849	171

L08-1166	15155	171

L08-1461	15155	171

N06-1016	15155	171

N06-2015	15155	171

N09-3005	15155	171

P06-2118	15155	171

P08-2008	15155	171

P08-2061	15155	171

W06-0609	15155	171

W07-1508	15155	171

W07-2016	15155	171

W07-2017	15155	171

W09-2417	15155	171

W09-3020	15155	171

W09-3036	15155	171

W09-3702	15155	171

I05-3027	222	172

W04-3220	222	172

C02-1140	389	172

P03-1059	389	172

W02-2001	389	172

W03-1010	389	172

W03-1803	389	172

W03-1809	389	172

W03-1812	389	172

W04-0404	389	172

W04-0907	389	172

W02-0216	470	172

N07-1002	488	172

C04-1009	489	172

P04-1034	515	172

W02-1210	539	172

W02-1502	539	172

W02-1508	539	172

W09-1501	598	172

W09-2002	598	172

N04-3009	820	172

N07-1002	834	172

W04-0216	837	172

C04-1062	1104	172

H05-2013	1104	172

W03-2114	1104	172

N03-4016	1110	172

W03-0415	1110	172

W03-1302	1110	172

N06-1006	1118	172

W07-1427	1118	172

W08-0304	1118	172

D08-1073	1141	172

P07-2044	1141	172

P08-1090	1141	172

P09-1068	1141	172

W07-1427	1141	172

W03-1302	1142	172

H05-2013	1274	172

N04-3009	1398	172

W01-1609	1398	172

W00-0708	1499	172

C02-1114	1954	172

E09-1032	2073	172

N07-4009	2073	172

W06-3405	2073	172

W07-0303	2073	172

W08-0125	2073	172

N04-1021	2136	172

D09-1015	2340	172

N09-1037	2340	172

N09-1068	2340	172

P05-1045	2340	172

P07-1035	2340	172

P08-1109	2340	172

P08-2012	2340	172

W04-1217	2340	172

W06-1673	2340	172

C02-2025	2376	172

C08-1020	2376	172

I05-2035	2376	172

W02-1502	2376	172

W06-0502	2376	172

C00-2159	2380	172

D09-1118	2430	172

E09-1032	2430	172

W08-0125	2430	172

W09-3934	2430	172

W09-3944	2430	172

W01-1609	2482	172

D08-1084	2564	172

D08-1089	2564	172

P09-1034	2564	172

P09-1087	2564	172

W08-0336	2564	172

W09-0404	2564	172

W01-1609	2735	172

N06-1006	2895	172

P05-1045	2895	172

P05-1046	2895	172

P07-1035	2895	172

W04-3220	2895	172

W06-1601	2895	172

W07-1427	2895	172

C04-1062	2929	172

W02-0216	2929	172

P07-2027	2980	172

P07-2049	2980	172

W06-1314	2980	172

H05-1049	3025	172

P05-1073	3025	172

W05-0623	3025	172

D08-1038	3048	172

D09-1026	3048	172

W07-1427	3048	172

P04-1034	3161	172

E03-1075	3287	172

D07-1061	3495	172

W02-0811	3581	172

W02-1012	3581	172

P01-1030	3682	172

D07-1107	3835	172

D08-1027	3835	172

D08-1038	3835	172

D08-1073	3835	172

D09-1035	3835	172

I05-3005	3835	172

I05-3027	3835	172

N04-1030	3835	172

N04-4036	3835	172

N04-4038	3835	172

N07-1002	3835	172

N09-1072	3835	172

P05-1072	3835	172

P06-1101	3835	172

P07-2027	3835	172

P07-2044	3835	172

P07-2049	3835	172

P08-1044	3835	172

P08-1090	3835	172

P09-1034	3835	172

P09-1068	3835	172

P09-1113	3835	172

W04-2416	3835	172

W05-0634	3835	172

W08-0304	3835	172

W09-0404	3835	172

W09-0436	3835	172

W09-2307	3835	172

W02-0811	3891	172

C00-2159	3982	172

W04-1608	3997	172

W07-1427	4066	172

N03-1016	4199	172

N03-1033	4199	172

N03-5008	4199	172

P01-1044	4199	172

P02-1017	4199	172

P03-1054	4199	172

P04-1061	4199	172

W01-0714	4199	172

W02-0811	4199	172

W02-1002	4199	172

W03-0428	4199	172

W04-3201	4199	172

D08-1056	4272	172

H05-1097	4272	172

P08-1040	4272	172

W04-3201	4272	172

W04-0216	4302	172

N07-1002	4328	172

P06-1141	4374	172

P02-1007	4411	172

D08-1056	4425	172

W02-0216	4683	172

W02-0217	4683	172

W04-0902	4715	172

P03-1056	4732	172

P04-1042	4732	172

W04-0902	4732	172

H05-1089	4769	172

C08-1066	5039	172

D08-1084	5039	172

N06-1006	5039	172

W04-0902	5039	172

W07-1427	5039	172

W07-1431	5039	172

W09-3714	5039	172

C02-2025	5147	172

C08-1066	5147	172

D08-1038	5147	172

D08-1046	5147	172

D08-1084	5147	172

D08-1089	5147	172

D09-1015	5147	172

D09-1026	5147	172

H05-1049	5147	172

I05-3005	5147	172

I05-3027	5147	172

J08-2002	5147	172

L08-1209	5147	172

N03-1016	5147	172

N03-1033	5147	172

N03-5008	5147	172

N06-1006	5147	172

N09-1037	5147	172

N09-1068	5147	172

P01-1044	5147	172

P02-1017	5147	172

P03-1054	5147	172

P03-1056	5147	172

P04-1042	5147	172

P04-1061	5147	172

P05-1045	5147	172

P05-1046	5147	172

P05-1073	5147	172

P06-1141	5147	172

P07-1035	5147	172

P08-1044	5147	172

P08-1109	5147	172

P08-1118	5147	172

P08-2012	5147	172

P09-1034	5147	172

P09-1087	5147	172

W00-1308	5147	172

W01-0714	5147	172

W02-0811	5147	172

W02-1002	5147	172

W02-1012	5147	172

W02-2030	5147	172

W03-0428	5147	172

W04-0902	5147	172

W04-1217	5147	172

W04-2423	5147	172

W04-3201	5147	172

W04-3220	5147	172

W04-3222	5147	172

W05-0623	5147	172

W06-1601	5147	172

W06-1673	5147	172

W07-1427	5147	172

W07-1431	5147	172

W08-0304	5147	172

W08-0336	5147	172

W08-1006	5147	172

W09-0404	5147	172

W09-0436	5147	172

W09-2307	5147	172

W09-2501	5147	172

W09-2510	5147	172

W09-3204	5147	172

W09-3206	5147	172

W09-3714	5147	172

W04-3222	5196	172

H05-2013	5533	172

W06-1314	5652	172

D08-1046	5815	172

D09-1026	5815	172

N07-1002	5865	172

P07-2049	5865	172

D07-1107	5895	172

D08-1027	5895	172

H05-1049	5895	172

P06-1101	5895	172

W06-1673	5895	172

W06-3801	5895	172

W03-0428	5904	172

W04-1217	5904	172

C04-1062	5927	172

W06-3405	5927	172

W04-0216	5936	172

C02-2025	6059	172

W02-1502	6059	172

W02-1508	6059	172

C00-1014	6213	172

W04-0901	6268	172

C00-2159	6410	172

D09-1118	6410	172

E09-1032	6410	172

H05-2013	6410	172

N07-4012	6410	172

W01-1609	6410	172

W02-0216	6410	172

W02-0217	6410	172

W03-1302	6410	172

W08-0125	6410	172

W09-3934	6410	172

W09-3944	6410	172

W01-1609	6534	172

D07-1107	6582	172

N07-4012	6631	172

P06-1003	6631	172

P07-2027	6631	172

W06-3405	6631	172

W08-0125	6631	172

D07-1061	6700	172

D09-1026	6700	172

W07-1427	6700	172

W09-3204	6700	172

W09-3206	6700	172

N07-4012	6729	172

P05-2026	7035	172

W07-2014	7251	172

N04-3009	7303	172

I05-2017	7373	172

W03-0428	7609	172

N06-2039	7637	172

P06-2102	7637	172

D07-1107	7639	172

D08-1027	7639	172

I08-2112	7639	172

N06-1005	7639	172

P06-1101	7639	172

P09-1113	7639	172

J11-2003	7917	172

W09-1201	7917	172

W09-2207	7917	172

W04-3201	8068	172

H05-1097	8132	172

C02-2025	8259	172

N03-1033	8259	172

P02-1019	8259	172

P05-1073	8259	172

W00-1308	8259	172

W02-0811	8259	172

W02-1012	8259	172

W02-2030	8259	172

W04-3222	8259	172

W05-0623	8259	172

N07-4012	8499	172

W06-1304	8499	172

W06-1404	8499	172

D08-1056	8563	172

H05-1097	8563	172

P08-1040	8563	172

I08-2119	8679	172

P07-2044	8689	172

W04-0216	8729	172

N07-1002	8828	172

C02-1114	8833	172

E03-1020	8833	172

N03-1036	8833	172

N03-4016	8833	172

P03-1018	8833	172

W03-0415	8833	172

W03-1302	8833	172

W03-1812	8833	172

W07-1427	9132	172

W09-3206	9132	172

D08-1056	9602	172

D08-1056	9684	172

P08-1109	10229	172

P08-1118	10779	172

W08-1006	10779	172

W09-3204	10779	172

D08-1056	11121	172

D08-1056	11193	172

P09-1113	11426	172

I05-3027	11482	172

P07-1002	11482	172

W06-1314	11482	172

W09-0436	11482	172

W09-2307	11482	172

W09-2510	11515	172

W09-1308	11547	172

W09-1308	11650	172

W09-3920	11688	172

D09-1118	11754	172

P09-1113	12008	172

W09-1308	12032	172

W09-3920	12127	172

D09-1035	12163	172

N09-1072	12163	172

W09-1308	12430	172

H05-1097	12527	172

E09-1032	12599	172

W08-0125	12599	172

C08-1084	12763	172

D08-1094	12763	172

I08-1051	12763	172

W09-0208	12763	172

W09-0404	12763	172

D09-1118	13071	172

W09-3934	13071	172

N06-1006	14721	172

P08-1118	14721	172

W07-1427	14721	172

W09-2501	14721	172

W09-3920	14721	172

N04-4038	14891	172

P04-1039	14891	172

W04-1609	14891	172

N07-1018	14939	172

P07-1094	14939	172

P08-1044	14939	172

D09-1035	15093	172

N09-1072	15093	172

W06-0111	1022	173

W06-1005	1022	173

W06-0111	2882	173

W06-1005	2882	173

H05-2006	7546	173

W06-0111	8963	173

L08-1516	847	174

L08-1526	847	174

L08-1516	9543	174

L08-1526	9903	174

L08-1516	10230	174

L08-1516	13660	174

L08-1526	14892	174

W04-1508	2864	175

W06-2102	4217	175

L08-1481	9489	175

L08-1499	9728	175

L08-1499	9760	175

L08-1499	10231	175

L08-1499	10287	175

L08-1260	11150	175

L08-1260	11151	175

L08-1499	11186	175

L08-1499	14050	175

L08-1499	14739	175

L08-1260	15141	175

P08-2002	8506	176

P08-2002	10232	176

W07-1107	53	177

W07-1107	1642	177

W04-1308	2463	177

W04-1308	6475	177

L08-1335	10238	177

L08-1335	11072	177

A00-2032	212	178

W00-0409	212	178

E03-1008	378	178

N03-1031	378	178

N03-1003	451	178

W03-1004	451	178

C04-1018	828	178

W06-1651	828	178

W08-0503	828	178

A00-1025	1023	178

C02-1139	1023	178

C04-1018	1023	178

C08-1103	1023	178

C08-2004	1023	178

D08-1083	1023	178

D09-1062	1023	178

H01-1054	1023	178

H05-1045	1023	178

H05-1068	1023	178

H05-1116	1023	178

H05-2018	1023	178

L08-1088	1023	178

L08-1107	1023	178

N03-1023	1023	178

N07-1009	1023	178

P02-1014	1023	178

P09-1074	1023	178

W00-0505	1023	178

W01-0501	1023	178

W02-0402	1023	178

W02-1008	1023	178

W03-1015	1023	178

W06-0302	1023	178

W06-1640	1023	178

W06-1651	1023	178

H05-1068	1064	178

D08-1083	1342	178

D09-1062	1342	178

H05-1045	1342	178

H05-2018	1342	178

N07-1009	1342	178

W06-1651	1342	178

W04-1311	2057	178

W09-3837	3044	178

P07-2045	3256	178

A00-2032	4639	178

C08-2004	4639	178

C08-2019	4639	178

N03-1003	4639	178

N04-1015	4639	178

N09-1016	4639	178

P04-1035	4639	178

W02-0105	4639	178

W02-1011	4639	178

W02-1022	4639	178

W06-1639	4639	178

H05-1068	5721	178

A00-1025	5900	178

C02-1139	5900	178

H01-1054	5900	178

N03-1023	5900	178

P02-1014	5900	178

P04-1020	5900	178

W02-1008	5900	178

W03-1015	5900	178

W07-0607	6136	178

N03-1024	6245	178

W02-1011	6245	178

W06-1639	6245	178

W04-1311	6346	178

A00-1025	6462	178

H01-1054	6462	178

W01-0501	6462	178

L08-1151	6946	178

P01-1060	6946	178

W09-3833	6946	178

C08-1103	7818	178

H05-1116	7818	178

L08-1088	7818	178

P09-1074	7818	178

W06-0302	7818	178

W06-1640	7818	178

W06-1639	8168	178

H01-1054	8627	178

L08-1107	9441	178

C08-1025	9763	178

L08-1151	9763	178

L08-1107	9844	178

L08-1223	10761	178

L08-1107	10800	178

N09-1016	11542	178

N09-1016	11583	178

H01-1022	142	179

H01-1053	142	179

H05-1016	142	179

H05-1057	142	179

N04-1002	142	179

N07-1012	142	179

N07-1028	142	179

N07-1067	142	179

W04-2905	142	179

P06-2007	1059	179

H01-1021	1573	179

H05-1086	1573	179

N04-4028	1603	179

N06-1038	1603	179

N07-1011	1603	179

P04-1054	1603	179

W06-1671	1603	179

W06-3606	1603	179

C04-1081	2281	179

H01-1053	2464	179

N04-1002	2824	179

H01-1022	2979	179

H01-1053	2979	179

W04-3203	3875	179

H01-1022	4054	179

H01-1053	4054	179

H05-1016	4432	179

N07-1028	4432	179

H01-1053	4586	179

N07-1012	4586	179

H01-1053	4714	179

W03-0430	4777	179

H01-1021	4785	179

N07-1042	5143	179

N07-2028	5143	179

C04-1081	5339	179

D09-1009	5339	179

D09-1014	5339	179

D09-1092	5339	179

H05-1094	5339	179

N04-1042	5339	179

N04-4028	5339	179

N06-1012	5339	179

N06-1038	5339	179

N07-1011	5339	179

N07-2028	5339	179

P08-1099	5339	179

P09-1041	5339	179

W03-0430	5339	179

W05-0636	5339	179

W06-1671	5339	179

W06-3606	5339	179

W09-1101	5339	179

C02-1134	5735	179

H05-1086	5735	179

N03-3001	5815	179

C04-1081	6363	179

N04-1042	6363	179

C02-2002	6372	179

H05-1057	6681	179

W04-2905	6681	179

N06-1012	7571	179

D09-1086	7617	179

D09-1092	7617	179

H05-1094	7925	179

N06-1012	7925	179

W05-0636	7925	179

L08-1051	8832	179

N07-1011	8832	179

W06-1671	8832	179

I08-2082	9140	179

N07-1012	9140	179

D09-1014	11408	179

N09-3011	11408	179

W09-3036	11421	179

D09-1009	11579	179

P09-1041	11579	179

D09-1092	12006	179

D09-1092	12048	179

D09-1092	12383	179

C08-1056	10240	180

C08-1056	13204	180

P06-1058	9110	181

C08-1088	10246	181

D09-1102	10246	181

D09-1103	10246	181

D09-1149	10246	181

I08-1004	10246	181

C08-1088	10765	181

D09-1133	10765	181

D09-1133	11907	181

I08-1005	11907	181

C08-1088	12145	181

D09-1149	12145	181

I08-1005	12145	181

C08-1088	12482	181

D09-1102	12482	181

D09-1103	12482	181

D09-1133	12482	181

D09-1149	12482	181

I08-1004	12482	181

I08-1005	12482	181

P09-1007	12482	181

W09-1208	12482	181

C08-1088	14708	181

D07-1076	14708	181

D09-1103	14708	181

D09-1133	14708	181

D09-1149	14708	181

I08-1004	14708	181

I08-1005	14708	181

W04-0412	81	182

W04-0412	1961	182

L08-1514	3251	182

C04-1037	3526	182

A00-1039	3536	182

C00-2136	3536	182

H05-2012	3536	182

H05-1008	3789	182

H05-2012	3789	182

C08-2018	4320	182

L08-1008	4320	182

W02-0210	4467	182

W04-1808	4860	182

N03-3008	5102	182

W04-1808	6468	182

W07-2055	7052	182

E03-2016	8844	182

P07-2043	8844	182

W01-1611	8844	182

W02-0210	8844	182

H05-1008	9108	182

H05-2012	9108	182

E03-1031	9147	182

W04-1504	9147	182

L08-1539	10248	182

C08-2018	10607	182

D09-1107	13611	182

W04-2904	291	183

W04-2904	1024	183

W04-2904	5671	183

I08-1011	736	184

L08-1321	736	184

C00-2116	1198	184

W02-1605	1198	184

W02-1612	1198	184

N03-2035	1199	184

W02-1605	1199	184

P06-2045	1664	184

P06-2045	3136	184

W09-2703	3136	184

P06-2045	4289	184

P00-1078	5555	184

P06-2045	6223	184

C00-2116	6563	184

H01-1070	6563	184

P00-1078	6563	184

P06-2045	7153	184

C00-2116	7692	184

H01-1070	7692	184

N03-2035	7692	184

P00-1078	7692	184

W02-1605	7692	184

W02-1612	7692	184

I08-1011	7914	184

I08-8002	7914	184

L08-1321	7914	184

P03-2026	7914	184

W02-1612	7914	184

W09-3414	7914	184

N03-2035	8127	184

H01-1070	8135	184

I08-8002	8971	184

L08-1121	8971	184

P00-1078	8971	184

L08-1321	9576	184

I08-8002	10250	184

L08-1321	10854	184

W09-3414	10854	184

L08-1321	10958	184

W09-3414	12334	184

C00-2117	2218	185

C00-2121	2218	185

C04-1153	2218	185

J00-4001	2218	185

L08-1263	2218	185

L08-1474	2218	185

L08-1508	2218	185

L08-1509	2218	185

P01-1062	2218	185

C04-1153	4035	185

C00-2117	4268	185

C00-2121	4268	185

C04-1153	4268	185

J00-4001	4268	185

P01-1062	4268	185

C04-1153	5159	185

P01-1062	7402	185

C00-2117	7748	185

J00-4001	7748	185

C00-2121	8136	185

L08-1263	8136	185

L08-1474	9893	185

L08-1508	9893	185

L08-1509	9893	185

L08-1474	10251	185

L08-1508	10251	185

L08-1474	10546	185

L08-1509	10627	185

W08-0616	5304	186

W08-0616	6403	186

W09-1323	6403	186

W08-0616	9476	186

W08-0616	9700	186

W08-0616	9981	186

W08-0616	10254	186

I08-7005	10255	187

L08-1427	10257	188

L08-1451	10257	188

L08-1048	11156	188

L08-1451	13276	188

L08-1539	13276	188

W01-1503	13276	188

W02-0808	13276	188

W03-1313	13276	188

W03-2904	13276	188

W01-1308	9261	189

L08-1249	10258	189

N03-4004	1449	190

D08-1003	8420	190

P04-1034	8420	190

W02-1011	8420	190

D08-1003	10259	190

D08-1003	10370	190

D08-1003	10780	190

P07-2029	714	191

C02-1001	781	191

P07-2029	781	191

C02-1001	1025	191

P07-2029	1025	191

P07-2029	1472	191

C02-1001	2012	191

C02-1001	7606	191

W05-0806	3820	192

W05-0806	7172	192

L08-1004	10261	192

W03-2904	10261	192

W03-2908	10261	192

L08-1004	14535	192

W03-2904	14535	192

W03-2908	14535	192

L08-1004	15140	192

L08-1004	15267	192

H05-1001	135	193

W04-0707	135	193

W04-3221	162	193

W05-1003	162	193

J08-4004	298	193

W05-0311	298	193

P00-1026	1760	193

W04-3232	2852	193

P04-1019	5202	193

P04-1019	5416	193

H05-1001	6516	193

J04-3003	6516	193

J09-1003	6516	193

L08-1328	6516	193

P04-1019	6516	193

P04-1050	6516	193

P08-4003	6516	193

W04-0210	6516	193

W04-0707	6516	193

W04-2327	6516	193

W04-3221	6516	193

W04-3232	6516	193

W05-0311	6516	193

W05-1003	6516	193

W09-3309	6516	193

W04-3232	6822	193

H05-1001	7142	193

W07-1029	7142	193

L08-1329	10263	193

W09-3309	10263	193

L08-1329	11477	193

W09-3309	11477	193

C02-2009	3106	194

L08-1276	3628	194

W02-1114	3628	194

W03-1811	3628	194

W03-2116	3644	194

W04-1712	3644	194

C00-1084	5793	194

C00-1084	5977	194

L08-1340	6079	194

L08-1555	6079	194

W03-1603	6104	194

W04-1712	6104	194

C00-1084	7092	194

C02-1020	7092	194

L08-1340	7092	194

W03-1603	7092	194

W03-2116	7092	194

W02-1114	7099	194

C02-1020	7190	194

W03-1603	7190	194

W04-1712	7190	194

L08-1276	8367	194

W03-1811	8367	194

L08-1340	10266	194

L08-1340	10982	194

L08-1340	11049	194

N07-2001	84	195

P08-1071	84	195

P09-1100	84	195

W08-0126	84	195

E09-1008	117	195

P07-1038	117	195

P07-1111	117	195

W08-0330	117	195

J04-3002	527	195

W01-1626	527	195

N03-2030	609	195

W03-0205	609	195

W03-0210	609	195

P00-1020	1026	195

W00-1402	1026	195

W00-1407	1026	195

W07-1011	1191	195

W08-0621	1191	195

W09-1302	1191	195

W09-1303	1191	195

W09-1303	1355	195

W07-1011	1361	195

W07-1011	1970	195

W09-1302	1970	195

L08-1080	2391	195

N03-2018	2391	195

N04-1026	2391	195

N06-1034	2391	195

N07-2011	2391	195

P04-1045	2391	195

W03-0205	2391	195

W04-2326	2391	195

W09-3940	2391	195

A00-1008	2455	195

H05-1103	2473	195

W04-2803	3047	195

W08-0621	3115	195

W09-1302	3115	195

W09-1303	3115	195

H05-1044	3364	195

H05-2018	3364	195

J09-3003	3364	195

W06-0607	3364	195

E09-1008	3539	195

H05-1107	3539	195

J04-3001	3539	195

P04-3028	3539	195

P05-3015	3539	195

P05-3018	3539	195

P07-1038	3539	195

P07-1111	3539	195

W07-0737	3539	195

W08-0330	3539	195

P00-1019	3805	195

P00-1024	3805	195

W02-0211	3805	195

W06-3503	3805	195

W09-2109	3805	195

H05-2018	4048	195

W02-0717	4584	195

E06-1037	4875	195

J06-3004	4875	195

L08-1080	4875	195

N03-2018	4875	195

N04-1026	4875	195

N04-3002	4875	195

N06-1034	4875	195

N06-1035	4875	195

N07-1035	4875	195

N07-2001	4875	195

N07-2011	4875	195

P04-1045	4875	195

P04-3028	4875	195

P06-1025	4875	195

P07-1046	4875	195

P08-1071	4875	195

P09-1100	4875	195

W03-0205	4875	195

W03-0409	4875	195

W04-2326	4875	195

W05-0204	4875	195

W06-0607	4875	195

W06-1321	4875	195

W06-1611	4875	195

W06-1625	4875	195

W09-3927	4875	195

W09-3940	4875	195

P04-3028	5068	195

W06-3503	5097	195

P05-3015	5584	195

W07-0737	5584	195

P05-3018	5915	195

W06-3503	6261	195

L08-1080	6630	195

W06-1625	6630	195

N03-2030	6947	195

W03-0210	6947	195

N07-2011	6978	195

P06-1025	6978	195

P07-1046	6978	195

W03-0409	6978	195

W06-1611	6978	195

L08-1080	7548	195

N03-2018	7548	195

N04-3002	7548	195

W03-0205	7548	195

C08-1101	7663	195

D09-1018	7663	195

H05-2018	7663	195

L08-1087	7663	195

P09-1026	7663	195

W06-0607	7663	195

W08-0122	7663	195

W09-3210	7663	195

W03-0205	7739	195

E06-1037	8128	195

N06-1035	8128	195

N07-1035	8128	195

N07-2001	8128	195

N07-2011	8128	195

N03-2030	8485	195

W02-0211	8485	195

W03-0205	8485	195

W03-0210	8485	195

W05-0204	8715	195

L08-1028	8833	195

H05-1044	8873	195

H05-2018	8873	195

J04-3002	8873	195

N03-4017	8873	195

W01-1626	8873	195

W02-2034	8873	195

W03-0404	8873	195

W03-2102	8873	195

W05-0308	8873	195

W06-2915	8873	195

W07-1530	8873	195

H05-1107	8976	195

L08-1581	9466	195

L08-1028	9855	195

W08-0621	10545	195

W09-1302	10545	195

C08-1101	10861	195

L08-1087	10861	195

W08-0122	10861	195

D09-1020	11355	195

N09-1002	11355	195

N09-1002	11700	195

W09-1303	11774	195

W09-2109	11814	195

W09-1302	11941	195

E09-1008	11967	195

N09-2063	14738	195

A00-2041	15208	195

N03-2030	15208	195

W03-0205	15208	195

W03-0210	15208	195

C08-1101	15336	195

D08-1014	15336	195

D09-1018	15336	195

D09-1020	15336	195

H05-1044	15336	195

H05-1116	15336	195

H05-2018	15336	195

J04-3002	15336	195

J09-2002	15336	195

J09-3003	15336	195

L08-1086	15336	195

L08-1087	15336	195

N03-4017	15336	195

N09-1002	15336	195

P06-1134	15336	195

P07-1123	15336	195

P09-1026	15336	195

W01-1626	15336	195

W02-2034	15336	195

W03-0404	15336	195

W03-0411	15336	195

W03-1014	15336	195

W03-2102	15336	195

W04-0849	15336	195

W05-0308	15336	195

W06-0607	15336	195

W06-1652	15336	195

W06-2915	15336	195

W07-1530	15336	195

W08-0122	15336	195

W09-3210	15336	195

I08-7008	10272	196

C08-1129	10273	197

L08-1439	10274	198

C00-2150	320	199

C08-2027	320	199

L08-1409	320	199

L08-1441	320	199

W00-0705	320	199

W07-0313	320	199

C04-1016	344	199

E06-2014	344	199

L08-1111	344	199

L08-1146	344	199

P04-1079	344	199

P06-2095	344	199

P07-1018	344	199

C04-1016	2107	199

C00-2150	2108	199

W00-0705	2108	199

C04-1016	3130	199

L08-1111	3130	199

L08-1146	3130	199

L08-1575	3130	199

P04-1079	3130	199

P06-2095	3130	199

P07-1018	3130	199

W04-1402	3130	199

C08-1104	5194	199

